GEOID,Pct_NonWhite,Pct_PublicTrans,Pct_RentBurden,Pct_BelowPov
06037700902,35.5,49,59.30,6.3
06037701000,27.6,172,42.78,7.9
06037701201,26.2,35,39.04,7.1
06037701202,18.4,59,49.90,10.2
06037701302,26.4,126,54.88,10.3
06037701304,32.9,19,32.64,6.1
06037701402,41.9,134,40.71,19.9
06037701501,36.6,18,30.42,10.3
06037701502,39.9,100,36.45,5.6
06037701601,32.1,30,33.38,3.9
06037701602,49.6,20,48.12,14.2
06037701701,45,28,48.38,7.2
06037701702,36.6,57,52.99,18.9
06037701801,69.8,137,46.41,11.8
06037701802,58.3,155,50.69,20.9
06037701902,29.8,132,43.84,23.4
06037702002,38.7,50,47.66,10.6
06037702102,28.8,99,39.70,11
06037702201,34.4,24,52.43,10.3
06037702202,28.2,23,50.55,5.1
06037702300,35.7,133,38.57,6.5
06037702400,49.5,96,41.03,9.2
06037702501,36.6,20,30.75,5.4
06037702502,59,0,48.79,8.3
06037702600,46.8,79,52.32,3.5
06037702700,46.6,19,55.81,1.9
06037702801,60,88,60.69,8.6
06037702802,59,45,47.99,5.6
06037702803,67.3,128,50.49,6.3
06037702900,36,89,46.01,0.8
06037703002,86,21,51.05,9.3
06037703003,65.6,36,63.78,7.7
06037703100,90.7,0,18.88,13.3
06037703200,86.7,0,64.59,4.8
06037800101,20.9,14,43.97,2
06037800103,36.6,0,73.15,8.3
06037800104,30.3,0,48.98,4.6
06037800202,13.9,6,68.18,6.6
06037800204,24.1,30,90.14,5.2
06037800205,46.4,0,53.82,18.5
06037800206,15.1,0,0.00,7.2
06037800324,31.4,14,52.13,3.8
06037800325,16,0,53.42,7.3
06037800328,31.5,0,47.30,5
06037800333,30.5,0,40.19,9.6
06037800334,33.5,0,71.34,10.8
06037800335,26.5,0,31.13,7.2
06037800336,31.7,0,13.19,2.9
06037800337,48,0,72.55,21.4
06037800338,25.6,0,32.95,4.2
06037800406,24.8,0,27.68,7.8
06037800410,40.1,4,40.37,8.9
06037800411,22.7,13,56.98,6
06037800412,20.6,0,38.00,16.1
06037800504,22.5,11,38.07,19.1
06037800506,24.3,1,55.76,4.9
06037900102,56.4,0,39.45,10.1
06037900103,71.3,25,45.32,15.2
06037900104,81.6,0,58.99,12.2
06037900301,75.2,0,49.05,15.9
06037900501,81.8,9,65.15,9.2
06037900504,86.5,65,67.67,16
06037900505,88.6,44,68.81,24.7
06037900506,83.8,14,65.14,14
06037900508,78.6,39,72.04,21
06037900509,76.1,12,30.90,19.4
06037900510,92.6,82,63.95,18.2
06037900602,81.5,80,58.12,9.7
06037900606,83.8,8,48.23,12.9
06037900607,82,93,52.20,13.9
06037900608,89.9,0,69.82,14.7
06037900609,88.7,3,48.35,25
06037900610,82.3,23,37.18,7.6
06037900611,96.7,16,25.51,11.8
06037900701,84.4,46,56.16,22.1
06037900703,76.3,20,54.77,18.2
06037900704,81.6,15,54.30,12.5
06037900705,57.7,0,56.02,22.4
06037900804,87.6,8,59.52,28
06037900805,64,51,54.52,9.1
06037900806,79.4,10,59.24,34.7
06037900807,81.4,26,41.77,6.5
06037900808,79.5,5,72.08,27.8
06037900901,67.2,0,76.16,20.4
06037900902,39.6,0,16.95,4.4
06037901003,83.9,0,-1.00,-1
06037901007,52,0,38.46,6.6
06037901008,79.8,21,40.94,6.3
06037901009,60.7,46,62.71,18.6
06037901010,64,42,50.15,29.2
06037901011,66.3,7,50.88,13
06037901012,74.3,19,48.62,6
06037901013,63.9,0,55.37,6.2
06037901014,65.5,25,50.93,9.9
06037901101,54.5,0,25.38,9.1
06037901102,57.6,58,38.79,10.3
06037901209,56.3,10,29.71,19.6
06037901210,25.6,40,68.54,5
06037901214,48.3,11,71.02,10.5
06037901215,53.1,13,83.26,19.8
06037901216,40.4,0,0.00,6.8
06037901217,34.2,0,0.00,4.5
06037901218,61.5,0,-1.00,0.4
06037901300,70.9,0,57.67,29.2
06037910002,76.4,0,68.80,16.5
06037910210,59.9,20,17.98,1.9
06037910211,36.4,9,31.58,4.2
06037910212,48.1,0,22.22,12.6
06037910213,61,10,6.02,4
06037910214,78.1,24,50.32,4.7
06037910215,82.6,51,55.51,3.1
06037910216,56.3,6,43.01,10.6
06037910217,87.1,0,79.66,11.9
06037910218,56.1,46,75.35,13.3
06037910301,44.3,0,19.52,10.4
06037910302,58.5,56,43.60,5.9
06037910401,78.3,41,67.12,7.7
06037910404,84.2,41,54.74,12.8
06037910405,92.7,66,57.67,31.2
06037910501,91.6,96,60.75,34.5
06037910502,95,0,57.23,26.9
06037910504,89.6,3,63.20,8.9
06037910505,88.8,35,75.73,6
06037910601,90.2,23,41.05,13.7
06037910602,87.5,36,80.62,25.7
06037910605,83.3,52,43.03,23.4
06037910606,89.2,13,33.99,18.3
06037910607,83.4,12,44.87,26
06037910608,89.7,13,67.88,14.6
06037910706,93.2,0,76.16,8.9
06037910707,85.7,74,61.21,18.3
06037910709,58.4,13,30.14,5.9
06037910712,86.5,0,32.76,12.7
06037910713,94.1,21,41.10,24.2
06037910714,94.7,65,59.26,9.2
06037910715,92.7,77,87.01,14.5
06037910716,89.8,30,68.75,13.2
06037910717,90.2,10,86.96,4.4
06037910718,96.6,12,16.19,5.7
06037910719,95.1,0,46.82,13.9
06037910720,87.7,0,60.79,22.1
06037910721,64.4,1,77.36,16.3
06037910804,42.1,69,73.97,5.7
06037910807,47.6,52,40.07,12.6
06037910808,56.2,11,52.63,2
06037910809,37.9,0,58.62,6.4
06037910810,40.3,18,84.13,3.8
06037910814,37.8,0,38.27,9.4
06037910815,41.4,0,11.25,11.6
06037911001,40.8,5,34.67,13.5
06037911100,91.4,0,58.45,21
06037920013,61.5,32,50.00,14.4
06037920015,37.2,0,91.30,1.3
06037920016,45.1,6,64.11,2.2
06037920017,46.3,65,38.58,2
06037920018,34.5,40,62.75,6.9
06037920020,45.7,0,64.78,2.9
06037920028,70,58,65.03,0.2
06037920029,54,25,48.45,4.8
06037920030,69.5,24,49.67,7.4
06037920031,47.2,0,60.06,13.1
06037920034,66.5,29,51.87,7.8
06037920035,76.2,181,54.91,13.7
06037920038,91.7,19,55.88,14.1
06037920039,61.7,5,32.43,7.2
06037920040,61.9,22,67.06,2.7
06037920041,72.9,8,57.91,7.1
06037920042,66.1,362,39.37,6.2
06037920043,59.5,32,44.18,7.2
06037920044,58.3,35,53.98,8.1
06037920045,39.1,82,29.89,3.2
06037920046,75.1,18,56.50,4.4
06037920047,85.8,45,60.33,26.1
06037920048,68.3,84,67.40,10.6
06037920049,42.6,60,50.00,7.7
06037920050,24,6,62.24,21.4
06037920102,53.8,10,76.49,7.4
06037920104,48.4,0,32.20,5.3
06037920106,69.9,19,53.61,5.5
06037920109,44.8,8,50.52,6.9
06037920110,51.5,0,62.82,6.7
06037920111,32.3,0,57.14,4.1
06037920112,44,15,68.71,8.4
06037920114,51.8,0,54.56,6.9
06037920115,51.3,75,67.75,3
06037920116,42.5,28,65.79,5.6
06037920118,65.8,0,38.51,1.7
06037920119,60.9,0,36.36,5.2
06037920120,58.3,30,31.52,4.7
06037920121,64.4,91,59.72,3.8
06037920200,88.4,0,-1.00,-1
06037920303,47.8,25,54.49,6.5
06037920312,60.9,53,76.19,8.9
06037920313,57.4,30,18.55,2.8
06037920314,47.8,33,46.88,10.6
06037920322,38.4,37,63.21,10.2
06037920326,55.5,37,61.86,2.8
06037920328,32.4,3,46.79,15.9
06037920329,33.7,60,56.58,8.2
06037920330,27.1,20,59.34,8.6
06037920331,34.2,22,49.31,8.9
06037920332,41.5,0,54.13,7.8
06037920334,36.4,69,74.47,9.3
06037920338,55.1,28,89.81,6.1
06037920339,66.2,0,49.76,5.3
06037920340,72.1,20,62.67,16.1
06037920341,91.2,76,55.69,16.5
06037920342,97.7,52,67.78,9.1
06037920343,81.2,100,75.63,11.5
06037930400,58.7,0,20.62,14.2
06037980001,-1,0,-1.00,-1
06037980002,-1,0,-1.00,-1
06037980003,-1,0,-1.00,-1
06037980004,-1,0,-1.00,-1
06037980005,-1,0,-1.00,-1
06037980006,-1,0,-1.00,-1
06037980007,-1,0,-1.00,-1
06037980008,100,0,72.22,87.7
06037980009,80,0,-1.00,-1
06037980010,91.6,1,87.50,42.7
06037980011,79.2,0,-1.00,3
06037980012,100,0,-1.00,-1
06037980013,-1,0,-1.00,-1
06037980014,90,0,100.00,100
06037980015,86.6,4,58.42,23.1
06037980016,94.3,0,29.03,2.2
06037980017,48.7,20,0.00,62.9
06037980018,-1,0,-1.00,-1
06037980019,13.3,0,100.00,18.7
06037980020,-1,0,-1.00,-1
06037980021,93.7,0,-1.00,6.3
06037980022,-1,0,-1.00,-1
06037980023,100,0,-1.00,0
06037980024,54.1,0,35.48,13.2
06037980025,98.9,0,75.91,1.4
06037980026,100,0,-1.00,-1
06037980028,-1,0,-1.00,-1
06037980030,-1,0,-1.00,-1
06037980031,58,0,0.00,0
06037980033,78.6,0,-1.00,54.5
06037980034,-1,0,-1.00,-1
06037980035,92.2,19,65.93,3
06037980036,100,0,17.86,6.4
06037980037,-1,0,-1.00,-1
06037980038,-1,0,-1.00,-1
06037980039,-1,0,-1.00,-1
06037990100,-1,0,-1.00,-1
06037990200,-1,0,-1.00,-1
06037990300,-1,0,-1.00,-1
